R-peaks Detected
1080	5214
1447	5277
1813	5303
2180	5385
2555	5387
2927	5358
3300	5329
3675	5291
4041	5296
5913	5198
6311	5183
6711	5354
7094	5261
7475	5259
7844	5233
11350	5129
11983	5111
12422	5147
12786	5309
13388	5207
14002	5143
14602	5192
15202	5128
15811	5112
16425	5159
17036	5186
17669	5221
18333	5169
19002	5112
19658	5211
20316	5267
20952	5246
21513	5169
22777	5124
23427	5244
24088	5245
24752	5199
25422	5192
26038	5220
26666	5266
27286	5239
27922	5220
28544	5149
29169	5309
29827	5298
30458	5260
31150	5248
31797	5255
32450	5380
33105	5305
33761	5167
34383	5166
34997	5208
35650	5268
36338	5166
37030	5174
37694	5212
38344	5278
38983	5277
39619	5239
40250	5239
40866	5309
41525	5282
42211	5213
42877	5258
43522	5303
44161	5286
44822	5222
45347	5077
46100	5177
46711	5193
47375	5166
48044	5172
48705	5122
49380	5140
50019	5165
50655	5107
51302	5092
51930	5169
52538	5156
53197	5273
53888	5158
54572	5140
55216	5170
55855	5160
56508	5107
57133	5065
57761	5139
58400	5239
59011	5185
59669	5204
60325	5137
60997	5209
61661	5268
62308	5318
62788	5250
63519	5209
64169	5130
64775	5254
65413	5347
66077	5346
66738	5288
67394	5218
68033	5264
68663	5215
69169	5178
69902	5213
71161	5185
71791	5213
72455	5216
73111	5181
73741	5194
74386	5351
75019	5323
75661	5220
76288	5268
76894	5386
77552	5376
78238	5305
78919	5224
79577	5299
80211	5247
80841	5202
81455	5282
81986	5285
82655	5278
83286	5178
83936	5155
84569	5225
85202	5219
85830	5202
86483	5188
86955	5369
87344	5575
87913	5276
88666	5272
89333	5264
90000	5272
90652	5211
91311	5204
91938	5297
92566	5259
93183	5212
93786	5211
94391	5297
94930	5244
95638	5197
96302	5259
96952	5337
97588	5317
98155	5263
98858	5245
99502	5317
100136	5248
100758	5168
101258	5089
102044	5209
102700	5223
103372	5276
104025	5281
104655	5320
105277	5174
105900	5162
106513	5044
107127	4931
107783	5055
108452	5203
109119	5181
109747	5154
110380	5104
111005	5217
111638	5214
112286	5204
112908	5197
113563	5172
114230	5233
114894	5247
115563	5236
116213	5223
116863	5265
117511	5235
118147	5194
118741	5132
119383	5150
120069	5183
120744	5209
121397	5190
122038	5175
122680	5139
123255	5208
123916	5242
124541	5106
125166	5271
125822	5150
126480	5197
127136	5258
127769	5244
128413	5342
129058	5324
129683	5272
130302	5281
130894	5407
131544	5415
132141	5344
132883	5318
133552	5349
134219	5379
134863	5303
135277	5368
135636	5503
136027	5398
136458	5357
137008	5370
137480	5557
137869	5723
138275	5667
138663	5549
139055	5513
139450	5395
139819	5455
140208	5439
140575	5484
140958	5382
141338	5398
141713	5471
142100	5432
142475	5274
142827	5480
143211	5440
143588	5496
143969	5431
144358	5462
144752	5416
145147	5448
145547	5478
145925	5435
146313	5457
146691	5410
147055	5397
147422	5477
147783	5454
148141	5524
148502	5454
148836	5392
149211	5470
149597	5467
149983	5516
150386	5529
150775	5404
151158	5432
151544	5370
151911	5522
152277	5540
152647	5561
153019	5535
153394	5555
153763	5511
154125	5423
154483	5399
154841	5435
155211	5447
155597	5446
155988	5492
156372	5602
156763	5506
157136	5550
157516	5411
157894	5437
158269	5429
158655	5377
159027	5269
159397	5210
159766	5255
160138	5235
160497	5261
160844	5322
161222	5453
161611	5489
162013	5403
162397	5376
162805	5402
163330	5225
163938	5229
164533	5245
165138	5220
165722	5273
166336	5297
166955	5274
167616	5246
168297	5294
168983	5389
169672	5328
170366	5249
171022	5265
171683	5224
172311	5298
172911	5420
173391	5374
174175	5452
174852	5223
175516	5193
176138	5142
176766	5209
177372	5314
177986	5285
178594	5200
179025	5360
179397	5503
179791	5406
180175	5451
180550	5582
180941	5441
181327	5482
181711	5386
182094	5367
182475	5176
182866	5326
183244	5202
183627	5325
184016	5272
184386	5396
184750	5382
185130	5525
185516	5526
185908	5578
186300	5524
186677	5511
187069	5482
187452	5417
187819	5278
188205	5273
188580	5266
188955	5364
189327	5331
