Filename	Amplification	SamplingRate(Hz)	ANN(bpm)	RR Interval(ms)	SDANN(ms)	rMSSD(ms)	R-peak	ValidRR	P-wave	P-RValid	QS-waves
./uploadedFile/ecg60	20	60	-0.000000	-1.#IND00	-1.#IND00	-0.000000	0	0	0	0	0
