P-waves Detected
1291	4570
1661	4543
2019	4629
2761	4565
3147	4523
3508	4572
3880	4643
5811	4448
7686	4397
11233	4339
11872	4327
12625	4516
13283	4376
13897	4375
14497	4365
15069	4445
15702	4420
16322	4418
16875	4441
17558	4403
18227	4404
18891	4410
19522	4483
20208	4462
20838	4457
21380	4459
22672	4394
23316	4432
23975	4443
24594	4468
25305	4410
25927	4424
26508	4507
27188	4463
27775	4483
28450	4459
29063	4480
29719	4501
30341	4486
31044	4437
31663	4544
32333	4529
32955	4571
33644	4473
34275	4418
34836	4416
35536	4454
36922	4370
37552	4429
38238	4504
38827	4556
39508	4464
40141	4445
40750	4498
41411	4482
42094	4466
42752	4441
43377	4458
44044	4451
45194	4402
45994	4405
46594	4439
47266	4403
47925	4405
48597	4377
49227	4414
49905	4400
50544	4387
51186	4383
51825	4449
52447	4487
53075	4481
53766	4421
54452	4407
55108	4375
55700	4446
56391	4377
57030	4327
57650	4346
58286	4394
58863	4450
60177	4406
60886	4367
61522	4438
62144	4468
63413	4470
64063	4430
64622	4447
66625	4509
67286	4398
67922	4384
68561	4376
69030	4445
69761	4397
71047	4330
71688	4388
72288	4477
72961	4405
73605	4406
74269	4472
74905	4478
75552	4468
76188	4432
76788	4508
77402	4557
78075	4520
78797	4476
79463	4485
80122	4471
80725	4435
81338	4478
81875	4466
82555	4416
83125	4478
83827	4383
84416	4433
85041	4477
85691	4449
86361	4408
87844	4290
88561	4422
89225	4422
89877	4462
90538	4436
91197	4393
91775	4482
92461	4436
93075	4409
93633	4477
94233	4520
94794	4504
95483	4420
96186	4380
97480	4544
98011	4546
98763	4461
99391	4473
100030	4468
100600	4489
101161	4331
101933	4334
102625	4286
103250	4358
103916	4344
104544	4408
105177	4367
105738	4375
106361	4408
106988	4318
107627	4261
108327	4275
109638	4357
110272	4340
110900	4381
111530	4396
112177	4403
112797	4373
113419	4421
114119	4371
114780	4424
115461	4427
116055	4494
116747	4447
117408	4401
118041	4432
118636	4363
119227	4413
119908	4388
120627	4358
121286	4351
121930	4341
122527	4389
123136	4354
123816	4286
124441	4353
125052	4383
125702	4376
126330	4432
126988	4400
127658	4366
128294	4411
128947	4423
129575	4437
130147	4504
130791	4474
131427	4529
131994	4572
132741	4531
133444	4440
134105	4488
135491	4560
136863	4427
137705	4689
138108	4694
139369	4427
139655	4668
140050	4581
140480	4427
140791	4502
141625	4403
141936	4685
142311	4536
142661	4554
143044	4526
143436	4480
143808	4507
144586	4509
145072	4438
145822	4408
146527	4570
146905	4473
147258	4584
147638	4476
147986	4527
148372	4496
148683	4571
149047	4566
149430	4703
149900	4481
150291	4471
150608	4587
151083	4376
151747	4571
152125	4546
152488	4584
152913	4446
153300	4462
153602	4638
153969	4747
154322	4723
155052	4681
155822	4624
156600	4556
156977	4619
158566	4492
159322	4449
160330	4576
161130	4435
162233	4544
163208	4461
163838	4411
164394	4495
164994	4510
165586	4501
166233	4423
166844	4404
167511	4368
168186	4341
168875	4419
169605	4416
170211	4441
170872	4400
171575	4390
172202	4451
172808	4598
173247	4581
174069	4490
174738	4407
175402	4328
176000	4381
176655	4355
177233	4484
177880	4460
178458	4500
182380	4401
183944	4244
184302	4218
186511	4507
187352	4303
190261	4431
192558	4308
193647	4562
194013	4522
194366	4540
194736	4520
196552	4579
196894	4588
197375	4353
200905	4393
201400	4574
201975	4515
202486	4478
203072	4375
203672	4298
204319	4313
204994	4434
205605	4515
206277	4529
207052	4419
207727	4450
208413	4468
209091	4401
209783	4385
210486	4379
211166	4396
211850	4363
212511	4344
213138	4374
213708	4503
214375	4458
214933	4470
215608	4441
216272	4392
216719	4446
217555	4442
218172	4443
218805	4469
219347	4512
219958	4501
220608	4480
222505	4415
223136	4482
223775	4518
224383	4536
225013	4582
225494	4624
226222	4589
226755	4642
227422	4568
228055	4600
228633	4627
229383	4656
230019	4875
230588	4664
231225	4377
232347	4500
232947	4590
233602	4636
234275	4649
234869	4628
235550	4485
236172	4502
236797	4445
237427	4421
238625	4496
239238	4459
239877	4474
240483	4602
241211	4529
241805	4507
242466	4458
243072	4491
243611	4423
244272	4475
244900	4443
245483	4552
246155	4569
246672	4558
247427	4499
247977	4678
248641	4512
249291	4378
249902	4467
250513	4436
251097	4467
251677	4548
252327	4554
252922	4573
253569	4459
254191	4419
254780	4422
255350	4476
255963	4369
256505	4396
257147	4317
257758	4373
258402	4398
259066	4407
259688	4377
260297	4432
260905	4483
261463	4549
262091	4525
262683	4492
263361	4411
263938	4466
264627	4427
265275	4410
265883	4372
266505	4505
267127	4491
267736	4468
268344	4522
268919	4497
269547	4515
270200	4494
270863	4453
272052	4537
272683	4538
273288	4539
273916	4525
274538	4462
275130	4483
275777	4480
276416	4451
277050	4411
